survey_type,site,transect,depth_m,date,time_start,min,latitude,longitude,species,phase,fork_length_cm
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,15,12.17384,-68.290589,Scarus taeniopterus,IP,16
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,15,12.17384,-68.290589,Scarus taeniopterus,IP,17
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,15,12.17384,-68.290589,Scarus taeniopterus,IP,15
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,15,12.17384,-68.290589,Scarus taeniopterus,IP,15
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,15,12.17384,-68.290589,Scarus taeniopterus,IP,18
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,16,12.173739,-68.290483,Scarus taeniopterus,IP,20
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,16,12.173739,-68.290483,Scarus taeniopterus,IP,15
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,16,12.173739,-68.290483,Scarus taeniopterus,IP,16
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,16,12.173739,-68.290483,Scarus taeniopterus,TP,28
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,17,12.173657,-68.29038,Scarus taeniopterus,IP,20
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,17,12.173657,-68.29038,Scarus taeniopterus,IP,20
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,17,12.173657,-68.29038,Scarus taeniopterus,IP,20
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,17,12.173657,-68.29038,Scarus taeniopterus,IP,15
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,17,12.173657,-68.29038,Sparisoma viride,IP,27
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,17,12.173657,-68.29038,Scarus vetula,IP,26
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,17,12.173657,-68.29038,Sparisoma aurofrenatum,IP,19
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,18,12.17349,-68.290242,Scarus taeniopterus,IP,20
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,18,12.17349,-68.290242,Scarus taeniopterus,IP,15
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,18,12.17349,-68.290242,Scarus taeniopterus,IP,26
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,18,12.17349,-68.290242,Scarus taeniopterus,IP,18
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,18,12.17349,-68.290242,Sparisoma viride,IP,19
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,18,12.17349,-68.290242,Scarus vetula,IP,27
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,18,12.17349,-68.290242,Sparisoma aurofrenatum,IP,24
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,19,12.173324,-68.290116,Scarus vetula,IP,28
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,19,12.173324,-68.290116,Sparisoma viride,IP,29
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,19,12.173324,-68.290116,Scarus taeniopterus,TP,27
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,19,12.173324,-68.290116,Scarus taeniopterus,IP,17
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,19,12.173324,-68.290116,Scarus taeniopterus,IP,19
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,19,12.173324,-68.290116,Scarus taeniopterus,IP,19
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,20,12.173136,-68.290011,Scarus taeniopterus,TP,25
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,20,12.173136,-68.290011,Scarus taeniopterus,IP,15
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,20,12.173136,-68.290011,Scarus taeniopterus,IP,18
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,20,12.173136,-68.290011,Scarus taeniopterus,IP,16
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,20,12.173136,-68.290011,Scarus taeniopterus,IP,15
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,20,12.173136,-68.290011,Scarus taeniopterus,IP,18
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,20,12.173136,-68.290011,Sparisoma viride,IP,27
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,21,12.172894,-68.289934,Scarus taeniopterus,IP,18
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,21,12.172894,-68.289934,Scarus taeniopterus,IP,17
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,21,12.172894,-68.289934,Scarus taeniopterus,IP,19
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,22,12.172688,-68.289898,Sparisoma aurofrenatum,TP,24
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,22,12.172688,-68.289898,Scarus taeniopterus,IP,19
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,22,12.172688,-68.289898,Scarus taeniopterus,IP,16
Scarini survey,Cliff,1,16.8,2019-09-07,12:11:00,22,12.172688,-68.289898,Scarus taeniopterus,IP,16
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,0,12.172113,-68.289733,Scarus taeniopterus,IP,19
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,0,12.172113,-68.289733,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,0,12.172113,-68.289733,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,0,12.172113,-68.289733,Scarus taeniopterus,IP,16
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,0,12.172113,-68.289733,Sparisoma aurofrenatum,TP,24
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,0,12.172113,-68.289733,Sparisoma viride,IP,27
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,0,12.172113,-68.289733,Sparisoma viride,TP,31
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,1,12.17195,-68.289668,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,1,12.17195,-68.289668,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,1,12.17195,-68.289668,Scarus taeniopterus,IP,18
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,1,12.17195,-68.289668,Scarus taeniopterus,IP,20
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,1,12.17195,-68.289668,Scarus taeniopterus,IP,18
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,1,12.17195,-68.289668,Scarus taeniopterus,TP,25
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,1,12.17195,-68.289668,Sparisoma aurofrenatum,TP,24
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,1,12.17195,-68.289668,Sparisoma viride,TP,33
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,1,12.17195,-68.289668,Scarus taeniopterus,IP,18
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,1,12.17195,-68.289668,Scarus taeniopterus,IP,17
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,2,12.171833,-68.289611,Scarus vetula,TP,34
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,2,12.171833,-68.289611,Scarus taeniopterus,IP,17
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,2,12.171833,-68.289611,Scarus taeniopterus,IP,16
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,2,12.171833,-68.289611,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,2,12.171833,-68.289611,Sparisoma viride,IP,26
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,2,12.171833,-68.289611,Sparisoma viride,IP,25
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,2,12.171833,-68.289611,Sparisoma aurofrenatum,IP,25
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,2,12.171833,-68.289611,Sparisoma aurofrenatum,IP,17
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,2,12.171833,-68.289611,Scarus taeniopterus,IP,18
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,3,12.171713,-68.289538,Scarus vetula,TP,33
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,3,12.171713,-68.289538,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,3,12.171713,-68.289538,Scarus taeniopterus,IP,17
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,3,12.171713,-68.289538,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,3,12.171713,-68.289538,Scarus taeniopterus,IP,16
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,3,12.171713,-68.289538,Sparisoma viride,TP,32
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,3,12.171713,-68.289538,Scarus vetula,TP,34
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,3,12.171713,-68.289538,Sparisoma aurofrenatum,TP,26
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,4,12.171626,-68.289482,Scarus taeniopterus,IP,16
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,4,12.171626,-68.289482,Scarus vetula,IP,27
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,4,12.171626,-68.289482,Sparisoma viride,TP,32
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,4,12.171626,-68.289482,Sparisoma viride,IP,27
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,4,12.171626,-68.289482,Scarus vetula,TP,33
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,4,12.171626,-68.289482,Scarus taeniopterus,IP,19
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,4,12.171626,-68.289482,Scarus taeniopterus,IP,18
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,4,12.171626,-68.289482,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,4,12.171626,-68.289482,Scarus taeniopterus,IP,16
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,4,12.171626,-68.289482,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,5,12.171553,-68.289445,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,5,12.171553,-68.289445,Scarus taeniopterus,IP,17
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,5,12.171553,-68.289445,Sparisoma viride,IP,28
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,5,12.171553,-68.289445,Scarus vetula,IP,24
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,5,12.171553,-68.289445,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,5,12.171553,-68.289445,Scarus vetula,TP,32
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,5,12.171553,-68.289445,Scarus taeniopterus,IP,25
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,5,12.171553,-68.289445,Sparisoma aurofrenatum,IP,19
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,5,12.171553,-68.289445,Sparisoma viride,TP,32
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,6,12.171581,-68.289411,Sparisoma viride,IP,29
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,6,12.171581,-68.289411,Sparisoma viride,IP,27
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,6,12.171581,-68.289411,Scarus taeniopterus,TP,18
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,6,12.171581,-68.289411,Scarus vetula,IP,33
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,7,12.171697,-68.289408,Scarus taeniopterus,IP,19
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,7,12.171697,-68.289408,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,7,12.171697,-68.289408,Scarus taeniopterus,TP,27
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,7,12.171697,-68.289408,Sparisoma viride,IP,27
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,7,12.171697,-68.289408,Sparisoma viride,IP,26
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,7,12.171697,-68.289408,Sparisoma viride,IP,25
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,7,12.171697,-68.289408,Scarus vetula,IP,25
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,7,12.171697,-68.289408,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,7,12.171697,-68.289408,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,7,12.171697,-68.289408,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,7,12.171697,-68.289408,Sparisoma viride,TP,33
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,8,12.171861,-68.289491,Scarus taeniopterus,TP,26
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,8,12.171861,-68.289491,Scarus vetula,IP,28
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,8,12.171861,-68.289491,Scarus vetula,TP,32
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,8,12.171861,-68.289491,Scarus taeniopterus,IP,19
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,8,12.171861,-68.289491,Scarus taeniopterus,TP,26
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,9,12.172014,-68.289605,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,9,12.172014,-68.289605,Sparisoma viride,IP,26
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,9,12.172014,-68.289605,Scarus vetula,IP,27
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,9,12.172014,-68.289605,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,9,12.172014,-68.289605,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,9,12.172014,-68.289605,Sparisoma viride,IP,24
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,9,12.172014,-68.289605,Scarus taeniopterus,IP,16
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,9,12.172014,-68.289605,Scarus taeniopterus,IP,18
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,9,12.172014,-68.289605,Sparisoma viride,TP,33
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,10,12.172232,-68.289693,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,10,12.172232,-68.289693,Scarus taeniopterus,IP,19
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,10,12.172232,-68.289693,Sparisoma aurofrenatum,IP,17
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,10,12.172232,-68.289693,Scarus vetula,TP,33
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,10,12.172232,-68.289693,Scarus taeniopterus,IP,17
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,10,12.172232,-68.289693,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,11,12.17241,-68.289754,Sparisoma viride,TP,31
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,11,12.17241,-68.289754,Sparisoma viride,TP,32
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,11,12.17241,-68.289754,Sparisoma viride,TP,30
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,11,12.17241,-68.289754,Scarus vetula,TP,31
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,11,12.17241,-68.289754,Sparisoma aurofrenatum,IP,20
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,11,12.17241,-68.289754,Scarus taeniopterus,TP,26
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,11,12.17241,-68.289754,Scarus taeniopterus,TP,27
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,11,12.17241,-68.289754,Scarus taeniopterus,IP,15
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,12,12.172594,-68.289807,Sparisoma aurofrenatum,IP,20
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,12,12.172594,-68.289807,Sparisoma aurofrenatum,IP,17
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,12,12.172594,-68.289807,Scarus taeniopterus,TP,26
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,12,12.172594,-68.289807,Sparisoma aurofrenatum,TP,23
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,12,12.172594,-68.289807,Scarus vetula,TP,31
Scarini survey,Cliff,2,10.2,2019-09-07,12:36:00,12,12.172594,-68.289807,Sparisoma viride,TP,34
